entrance_area,time,weekday,avg_ppl_in,exit_area,avg_ppl_out,net_flow
Nangang Dist.,5,5,0.70,Nangang Dist.,0.70,0.00
Xindian Dist.,5,3,0.68,Xindian Dist.,0.68,0.00
BL18,5,5,0.67,BL18,0.67,0.00
Zhonghe Dist.,5,6,0.66,Zhonghe Dist.,4.87,-4.21
BL12,5,3,0.65,BL12,0.65,0.00
BL15,5,6,0.64,BL15,2.62,-1.98
BR06,5,0,0.64,BR06,0.90,-0.26
Xindian Dist.,5,4,0.62,Xindian Dist.,0.62,0.00
Danshui Dist.,5,1,0.59,Danshui Dist.,0.57,0.02
Danshui Dist.,5,6,0.59,Danshui Dist.,0.59,0.00
Xindian Dist.,5,5,0.58,Xindian Dist.,0.58,0.00
BL12,5,4,0.56,BL12,0.56,0.00
R03,1,2,0.55,R03,1.26,-0.71
O05,5,6,0.55,O05,1.05,-0.50
Sanzhong Dist.,5,5,0.54,Sanzhong Dist.,0.54,0.00
BL19,1,5,0.54,BL19,1.25,-0.71
R12,5,6,0.53,R12,1.45,-0.92
BR15,5,0,0.53,BR15,3.24,-2.71
Zhonghe Dist.,5,1,0.52,Zhonghe Dist.,0.52,0.00
Luzhou Dist.,1,4,0.52,Luzhou Dist.,0.28,0.24
Luzhou Dist.,1,5,0.52,Luzhou Dist.,0.20,0.32
Zhonghe Dist.,5,5,0.52,Zhonghe Dist.,0.52,0.00
BL10,5,4,0.52,BL10,0.52,0.00
BL18,5,3,0.52,BL18,0.52,0.00
Xinzhuang Dist.,5,6,0.52,Xinzhuang Dist.,1.68,-1.16
Danshui Dist.,5,2,0.51,Danshui Dist.,0.51,0.00
O11,5,6,0.51,O11,1.11,-0.60
Sanzhong Dist.,5,4,0.51,Sanzhong Dist.,0.51,0.00
Sanzhong Dist.,5,1,0.51,Sanzhong Dist.,0.51,0.00
BL16,5,6,0.50,BL16,3.04,-2.54
Wenshan Dist.,5,6,0.49,Wenshan Dist.,1.72,-1.23
Xindian Dist.,5,1,0.49,Xindian Dist.,0.49,0.00
R03,1,1,0.48,R03,1.05,-0.57
Xinzhuang Dist.,5,4,0.48,Xinzhuang Dist.,0.48,0.00
BL10,5,2,0.48,BL10,0.48,0.00
R03,1,3,0.47,R03,1.45,-0.98
Zhonghe Dist.,5,4,0.47,Zhonghe Dist.,0.47,0.00
Danshui Dist.,5,4,0.46,Danshui Dist.,0.46,0.00
Nangang Dist.,5,4,0.46,Nangang Dist.,0.46,0.00
Tucheng Dist.,5,5,0.46,Tucheng Dist.,0.46,0.00
O11,5,4,0.44,O11,0.44,0.00
R04,5,6,0.43,R04,0.60,-0.17
Tucheng Dist.,5,2,0.43,Tucheng Dist.,0.43,0.00
Wenshan Dist.,5,3,0.43,Wenshan Dist.,0.43,0.00
Nangang Dist.,5,1,0.43,Nangang Dist.,0.43,0.00
Neihu Dist.,5,6,0.42,Neihu Dist.,2.19,-1.77
Luzhou Dist.,1,1,0.42,Luzhou Dist.,0.10,0.32
BL10,5,1,0.42,BL10,0.42,0.00
Sanzhong Dist.,5,2,0.42,Sanzhong Dist.,0.42,0.00
Danshui Dist.,5,5,0.41,Danshui Dist.,0.41,0.00
Neihu Dist.,5,5,0.40,Neihu Dist.,0.40,0.00
Zhonghe Dist.,5,3,0.40,Zhonghe Dist.,0.40,0.00
Wenshan Dist.,5,4,0.39,Wenshan Dist.,0.39,0.00
Xindian Dist.,5,2,0.38,Xindian Dist.,0.38,0.00
Wenshan Dist.,5,5,0.38,Wenshan Dist.,0.38,0.00
O10,5,4,0.38,O10,0.38,0.00
O05,5,1,0.38,O05,0.38,0.00
Luzhou Dist.,1,2,0.38,Luzhou Dist.,0.22,0.16
Xinzhuang Dist.,5,3,0.38,Xinzhuang Dist.,0.38,0.00
G10,5,6,0.37,G10,1.37,-1.00
BL18,5,4,0.37,BL18,0.37,0.00
Nangang Dist.,5,3,0.37,Nangang Dist.,0.37,0.00
O05,5,4,0.37,O05,0.37,0.00
G10,5,2,0.37,G10,0.37,0.00
BL19,1,6,0.37,BL19,0.79,-0.42
Sanzhong Dist.,1,1,0.36,Sanzhong Dist.,4.89,-4.53
Sanzhong Dist.,1,5,0.36,Sanzhong Dist.,8.98,-8.62
BL13,5,6,0.36,BL13,1.82,-1.46
Neihu Dist.,5,4,0.36,Neihu Dist.,0.36,0.00
Xinzhuang Dist.,5,1,0.36,Xinzhuang Dist.,0.36,0.00
BL19,5,6,0.35,BL19,0.77,-0.42
Yonghe Dist.,5,4,0.35,Yonghe Dist.,0.35,0.00
R14,5,5,0.35,R14,0.35,0.00
O05,5,3,0.35,O05,0.35,0.00
BL14,5,6,0.35,BL14,1.64,-1.29
BL10,5,3,0.35,BL10,0.35,0.00
Shilin Dist.,1,5,0.34,Shilin Dist.,35.10,-34.76
Wenshan Dist.,5,1,0.34,Wenshan Dist.,0.36,-0.02
R05,5,6,0.33,R05,1.32,-0.99
O10,5,5,0.33,O10,0.33,0.00
O10,5,3,0.33,O10,0.33,0.00
G10,5,5,0.33,G10,0.33,0.00
Neihu Dist.,5,1,0.32,Neihu Dist.,0.32,0.00
R05,1,5,0.32,R05,4.62,-4.30
O08,5,6,0.31,O08,0.66,-0.35
Danshui Dist.,5,3,0.31,Danshui Dist.,0.31,0.00
Yonghe Dist.,5,5,0.31,Yonghe Dist.,0.31,0.00
O08,1,6,0.31,O08,5.27,-4.96
Wenshan Dist.,5,2,0.31,Wenshan Dist.,0.31,0.00
Nangang Dist.,5,2,0.31,Nangang Dist.,0.31,0.00
O09,5,5,0.31,O09,0.31,0.00
R09,5,6,0.30,R09,0.25,0.05
Sanzhong Dist.,1,4,0.30,Sanzhong Dist.,6.01,-5.71
Zhonghe Dist.,5,2,0.30,Zhonghe Dist.,0.30,0.00
G07,1,1,0.30,G07,5.53,-5.23
Tucheng Dist.,5,4,0.29,Tucheng Dist.,0.29,0.00
O10,5,6,0.29,O10,0.91,-0.62
BL16,5,5,0.29,BL16,0.29,0.00
Tucheng Dist.,5,3,0.28,Tucheng Dist.,0.28,0.00
Xinzhuang Dist.,5,5,0.28,Xinzhuang Dist.,0.28,0.00
Xinzhuang Dist.,5,2,0.27,Xinzhuang Dist.,0.27,0.00
O05,5,2,0.27,O05,0.27,0.00
R09,5,4,0.27,R09,0.27,0.00
Sanzhong Dist.,1,2,0.26,Sanzhong Dist.,5.04,-4.78
Neihu Dist.,5,2,0.26,Neihu Dist.,0.26,0.00
BL19,1,2,0.26,BL19,1.00,-0.74
O08,5,2,0.25,O08,0.25,0.00
BL16,5,3,0.25,BL16,0.25,0.00
G14,5,4,0.25,G14,0.25,0.00
G14,5,3,0.25,G14,0.25,0.00
O05,5,5,0.25,O05,0.25,0.00
BL15,5,5,0.25,BL15,0.25,0.00
O06,5,6,0.25,O06,1.13,-0.88
Neihu Dist.,5,3,0.24,Neihu Dist.,0.24,0.00
G10,1,5,0.23,G10,5.92,-5.69
BL15,5,3,0.23,BL15,0.23,0.00
R14,5,1,0.23,R14,0.23,0.00
O06,1,5,0.23,O06,5.38,-5.15
G14,5,1,0.23,G14,0.23,0.00
BR15,5,6,0.23,BR15,0.42,-0.19
O09,5,6,0.23,O09,0.68,-0.45
Luzhou Dist.,1,3,0.22,Luzhou Dist.,0.14,0.08
Sanzhong Dist.,1,6,0.22,Sanzhong Dist.,5.44,-5.22
R04,5,5,0.21,R04,0.21,0.00
BL13,5,1,0.21,BL13,0.21,0.00
BL18,1,3,0.21,BL18,6.42,-6.21
R03,5,4,0.21,R03,0.21,0.00
O06,5,4,0.21,O06,0.21,0.00
R02,5,6,0.21,R02,0.36,-0.15
G19,5,6,0.20,G19,0.26,-0.06
Luzhou Dist.,5,6,0.20,Luzhou Dist.,1.72,-1.52
G08,1,1,0.20,G08,1.33,-1.13
BL19,1,1,0.20,BL19,0.86,-0.66
BL13,5,4,0.19,BL13,0.19,0.00
R14,5,3,0.19,R14,0.19,0.00
G14,5,2,0.19,G14,0.19,0.00
G16,5,6,0.19,G16,0.93,-0.74
O08,5,5,0.19,O08,0.19,0.00
O10,5,1,0.19,O10,0.19,0.00
Tucheng Dist.,5,1,0.19,Tucheng Dist.,0.19,0.00
O11,5,5,0.19,O11,0.19,0.00
G08,5,5,0.19,G08,0.19,0.00
G07,5,6,0.19,G07,0.56,-0.37
Luzhou Dist.,5,1,0.18,Luzhou Dist.,0.18,0.00
R04,1,1,0.18,R04,0.86,-0.68
BL19,1,3,0.18,BL19,0.90,-0.72
O08,5,3,0.17,O08,0.17,0.00
O10,5,2,0.17,O10,0.17,0.00
G10,5,1,0.17,G10,0.17,0.00
BL14,5,2,0.17,BL14,0.17,0.00
R04,5,4,0.17,R04,0.17,0.00
G19,5,1,0.17,G19,0.17,0.00
R09,5,2,0.17,R09,0.17,0.00
G13,5,6,0.16,G13,0.14,0.02
G07,1,4,0.16,G07,7.89,-7.73
Sanzhong Dist.,1,3,0.16,Sanzhong Dist.,5.47,-5.31
Luzhou Dist.,1,6,0.16,Luzhou Dist.,0.24,-0.08
O05,1,1,0.16,O05,4.52,-4.36
G07,1,5,0.16,G07,7.05,-6.89
O05,1,5,0.16,O05,5.97,-5.81
Shilin Dist.,1,4,0.16,Shilin Dist.,30.11,-29.95
Yonghe Dist.,5,6,0.16,Yonghe Dist.,1.95,-1.79
G10,5,4,0.15,G10,0.15,0.00
O08,5,4,0.15,O08,0.15,0.00
BL19,5,5,0.15,BL19,0.15,0.00
R02,5,5,0.15,R02,0.15,0.00
R03,5,1,0.15,R03,0.15,0.00
G08,5,6,0.15,G08,0.44,-0.29
BL14,5,5,0.15,BL14,0.15,0.00
R05,5,5,0.15,R05,0.15,0.00
G08,5,3,0.15,G08,0.15,0.00
G14,5,5,0.15,G14,0.15,0.00
R09,5,1,0.15,R09,0.15,0.00
Yonghe Dist.,5,1,0.15,Yonghe Dist.,0.15,0.00
R09,5,5,0.15,R09,0.15,0.00
Yonghe Dist.,5,3,0.15,Yonghe Dist.,0.15,0.00
Luzhou Dist.,5,5,0.14,Luzhou Dist.,0.14,0.00
R04,1,5,0.14,R04,1.73,-1.59
R06,5,6,0.14,R06,1.25,-1.11
Luzhou Dist.,5,2,0.14,Luzhou Dist.,0.14,0.00
Luzhou Dist.,5,3,0.14,Luzhou Dist.,0.14,0.00
BL19,1,4,0.14,BL19,1.52,-1.38
G16,5,2,0.13,G16,0.13,0.00
G08,5,1,0.13,G08,0.13,0.00
BL13,5,2,0.13,BL13,0.13,0.00
G08,5,4,0.13,G08,0.13,0.00
R04,5,3,0.13,R04,0.13,0.00
O06,5,5,0.13,O06,0.13,0.00
G10,5,3,0.13,G10,0.13,0.00
G16,5,3,0.13,G16,0.13,0.00
G07,5,3,0.13,G07,0.13,0.00
G19,5,3,0.13,G19,0.13,0.00
G18,5,5,0.13,G18,0.13,0.00
Yonghe Dist.,5,2,0.13,Yonghe Dist.,0.13,0.00
G07,5,5,0.13,G07,0.13,0.00
BL19,5,3,0.13,BL19,0.13,0.00
G18,5,6,0.12,G18,0.14,-0.02
G19,1,1,0.12,G19,0.59,-0.47
O06,5,3,0.12,O06,0.12,0.00
BL16,5,2,0.12,BL16,0.12,0.00
R12,5,3,0.12,R12,0.12,0.00
R04,1,6,0.12,R04,0.75,-0.63
R14,5,4,0.12,R14,0.12,0.00
G19,5,5,0.12,G19,0.12,0.00
O08,5,1,0.12,O08,0.12,0.00
BL18,1,5,0.12,BL18,10.50,-10.38
R12,5,4,0.12,R12,0.12,0.00
BL16,5,4,0.12,BL16,0.12,0.00
O09,5,3,0.12,O09,0.12,0.00
O06,5,2,0.12,O06,0.12,0.00
BL19,5,4,0.12,BL19,0.12,0.00
BL15,5,1,0.12,BL15,0.12,0.00
R14,5,2,0.12,R14,0.12,0.00
BL15,5,2,0.12,BL15,0.12,0.00
G16,5,5,0.12,G16,0.12,0.00
O06,5,1,0.12,O06,0.12,0.00
BR15,5,2,0.12,BR15,0.12,0.00
R05,5,4,0.12,R05,0.12,0.00
G16,5,1,0.12,G16,0.12,0.00
G18,5,4,0.10,G18,0.10,0.00
R12,5,1,0.10,R12,0.10,0.00
BR13,5,6,0.10,BR13,0.10,0.00
BL14,5,3,0.10,BL14,0.10,0.00
BL19,5,1,0.10,BL19,0.10,0.00
BL18,5,2,0.10,BL18,0.10,0.00
BR15,5,1,0.10,BR15,0.10,0.00
G17,5,6,0.10,G17,0.10,0.00
G18,5,3,0.10,G18,0.10,0.00
G07,5,1,0.10,G07,0.10,0.00
R02,5,3,0.10,R02,0.10,0.00
BL17,5,2,0.10,BL17,0.10,0.00
G07,5,4,0.10,G07,0.10,0.00
O12,5,2,0.10,O12,0.10,0.00
BR12,5,6,0.10,BR12,0.53,-0.43
BL16,5,1,0.10,BL16,0.10,0.00
Shilin Dist.,1,2,0.10,Shilin Dist.,19.72,-19.62
BL17,5,5,0.10,BL17,0.10,0.00
G08,5,2,0.10,G08,0.10,0.00
R06,5,4,0.08,R06,0.08,0.00
BL13,5,5,0.08,BL13,0.08,0.00
G17,5,1,0.08,G17,0.08,0.00
BL13,5,3,0.08,BL13,0.08,0.00
R06,5,3,0.08,R06,0.08,0.00
O12,5,5,0.08,O12,0.08,0.00
G17,5,3,0.08,G17,0.08,0.00
G17,5,4,0.08,G17,0.08,0.00
BR15,5,5,0.08,BR15,0.08,0.00
G17,5,5,0.08,G17,0.08,0.00
Luzhou Dist.,5,4,0.08,Luzhou Dist.,0.08,0.00
R05,5,3,0.08,R05,0.08,0.00
BR12,5,4,0.08,BR12,0.08,0.00
BL18,1,2,0.08,BL18,6.40,-6.32
R04,1,4,0.08,R04,2.16,-2.08
R04,5,2,0.08,R04,0.08,0.00
BL15,1,5,0.08,BL15,19.32,-19.24
R03,5,5,0.08,R03,0.08,0.00
BL14,5,4,0.08,BL14,0.08,0.00
BR08,5,3,0.08,BR08,0.08,0.00
Shilin Dist.,1,6,0.08,Shilin Dist.,21.04,-20.96
G11,5,6,0.08,G11,0.14,-0.06
O12,5,6,0.06,O12,0.43,-0.37
BL15,5,4,0.06,BL15,0.06,0.00
Shilin Dist.,1,1,0.06,Shilin Dist.,18.85,-18.79
R06,5,2,0.06,R06,0.06,0.00
G17,5,2,0.06,G17,0.06,0.00
BL17,1,1,0.06,BL17,2.76,-2.70
R05,1,6,0.06,R05,3.07,-3.01
BL17,5,3,0.06,BL17,0.06,0.00
G18,5,1,0.06,G18,0.06,0.00
G18,5,2,0.06,G18,0.06,0.00
O09,5,2,0.06,O09,0.06,0.00
O09,5,1,0.06,O09,0.06,0.00
R04,5,1,0.06,R04,0.06,0.00
BL18,1,1,0.06,BL18,5.99,-5.93
BR06,5,6,0.06,BR06,0.18,-0.12
G16,5,4,0.06,G16,0.06,0.00
BL18,5,1,0.06,BL18,0.06,0.00
BL17,5,4,0.06,BL17,0.06,0.00
O12,5,4,0.06,O12,0.06,0.00
G11,5,2,0.06,G11,0.06,0.00
BL10,1,4,0.06,BL10,3.97,-3.91
R09,5,3,0.06,R09,0.06,0.00
G13,5,4,0.06,G13,0.06,0.00
G11,5,5,0.06,G11,0.06,0.00
BR07,5,6,0.06,BR07,0.23,-0.17
BR08,5,1,0.06,BR08,0.06,0.00
BR07,5,2,0.06,BR07,0.06,0.00
G07,5,2,0.06,G07,0.06,0.00
BR15,5,4,0.06,BR15,0.06,0.00
BR14,1,4,0.04,BR14,2.00,-1.96
O05,1,6,0.04,O05,3.32,-3.28
BR12,5,5,0.04,BR12,0.04,0.00
BL18,1,6,0.04,BL18,5.90,-5.86
BL14,1,1,0.04,BL14,6.42,-6.38
BR12,5,1,0.04,BR12,0.04,0.00
O06,1,1,0.04,O06,4.48,-4.44
BR12,1,5,0.04,BR12,2.90,-2.86
R02,5,1,0.04,R02,0.04,0.00
BL11,1,1,0.04,BL11,19.34,-19.30
R05,1,3,0.04,R05,4.42,-4.38
O05,1,2,0.04,O05,4.32,-4.28
O12,5,3,0.04,O12,0.04,0.00
R05,5,1,0.04,R05,0.04,0.00
O09,1,1,0.04,O09,5.86,-5.82
R12,5,2,0.04,R12,0.04,0.00
O12,1,5,0.04,O12,1.81,-1.77
R12,5,5,0.04,R12,0.04,0.00
BR07,1,5,0.04,BR07,2.00,-1.96
G10,1,1,0.04,G10,4.15,-4.11
BR06,5,2,0.04,BR06,0.04,0.00
BR07,5,3,0.04,BR07,0.04,0.00
R04,1,3,0.04,R04,0.71,-0.67
R04,1,2,0.04,R04,0.75,-0.71
BR07,5,5,0.04,BR07,0.04,0.00
Shilin Dist.,1,3,0.04,Shilin Dist.,17.49,-17.45
R02,5,2,0.04,R02,0.04,0.00
BL10,1,5,0.04,BL10,4.28,-4.24
R02,5,4,0.04,R02,0.04,0.00
R03,5,2,0.04,R03,0.04,0.00
BR06,1,5,0.04,BR06,0.70,-0.66
BR15,1,5,0.04,BR15,5.89,-5.85
G19,5,4,0.04,G19,0.04,0.00
G16,1,1,0.04,G16,8.68,-8.64
G19,1,3,0.04,G19,0.55,-0.51
G19,1,4,0.04,G19,0.79,-0.75
G19,1,5,0.04,G19,1.11,-1.07
G13,5,3,0.04,G13,0.04,0.00
BR06,5,5,0.04,BR06,0.04,0.00
G16,1,5,0.04,G16,11.87,-11.83
R06,1,5,0.04,R06,1.31,-1.27
BR15,5,3,0.04,BR15,0.04,0.00
BR15,1,4,0.04,BR15,4.67,-4.63
R09,1,5,0.02,R09,5.90,-5.88
BL11,1,5,0.02,BL11,44.45,-44.43
BR12,5,2,0.02,BR12,0.02,0.00
O08,1,3,0.02,O08,8.49,-8.47
O11,1,6,0.02,O11,5.08,-5.06
BL17,1,5,0.02,BL17,5.54,-5.52
O11,1,2,0.02,O11,5.70,-5.68
BL17,5,1,0.02,BL17,0.02,0.00
G13,5,5,0.02,G13,0.02,0.00
O11,1,1,0.02,O11,4.94,-4.92
BR14,5,1,0.02,BR14,0.02,0.00
G08,1,6,0.02,G08,1.59,-1.57
BR08,5,2,0.02,BR08,0.02,0.00
BL11,1,3,0.02,BL11,23.13,-23.11
BL14,5,1,0.02,BL14,0.02,0.00
BR14,5,2,0.02,BR14,0.02,0.00
G16,1,4,0.02,G16,17.16,-17.14
BR06,5,1,0.02,BR06,0.02,0.00
O10,1,5,0.02,O10,7.03,-7.01
BR07,5,1,0.02,BR07,0.02,0.00
O09,1,5,0.02,O09,7.39,-7.37
R03,5,3,0.02,R03,0.02,0.00
G11,5,1,0.02,G11,0.02,0.00
BR07,5,4,0.02,BR07,0.02,0.00
G17,1,3,0.02,G17,0.22,-0.20
BL19,5,2,0.02,BL19,0.02,0.00
R05,5,2,0.02,R05,0.02,0.00
G13,1,5,0.02,G13,2.96,-2.94
R05,1,4,0.02,R05,5.84,-5.82
BL10,1,1,0.02,BL10,2.34,-2.32
G19,5,2,0.02,G19,0.02,0.00
R14,1,4,0.02,R14,6.18,-6.16
G17,1,5,0.02,G17,0.97,-0.95
R05,1,1,0.02,R05,3.95,-3.93
BR14,5,6,0.02,BR14,0.35,-0.33
BR14,5,4,0.02,BR14,0.02,0.00
G19,1,6,0.02,G19,0.54,-0.52
BR13,5,3,0.02,BR13,0.02,0.00
BR14,5,3,0.02,BR14,0.02,0.00
G13,5,1,0.02,G13,0.02,0.00
BR13,5,4,0.02,BR13,0.02,0.00
BR13,1,6,0.02,BR13,0.14,-0.12
G11,5,4,0.02,G11,0.02,0.00
BL10,1,6,0.00,BL10,3.16,-3.16
R09,1,3,0.00,R09,6.98,-6.98
R09,1,4,0.00,R09,7.51,-7.51
R14,1,6,0.00,R14,4.17,-4.17
R06,1,6,0.00,R06,0.82,-0.82
BR14,1,3,0.00,BR14,1.27,-1.27
BL10,1,2,0.00,BL10,2.71,-2.71
R09,1,2,0.00,R09,6.86,-6.86
BL15,1,1,0.00,BL15,11.70,-11.70
BR14,1,5,0.00,BR14,1.49,-1.49
BL15,1,2,0.00,BL15,11.84,-11.84
R14,1,3,0.00,R14,3.59,-3.59
R09,1,1,0.00,R09,7.10,-7.10
BL15,1,3,0.00,BL15,11.55,-11.55
BL15,1,4,0.00,BL15,22.53,-22.53
R06,5,1,0.00,R06,0.00,0.00
BL10,1,3,0.00,BL10,2.72,-2.72
BL15,1,6,0.00,BL15,9.53,-9.53
BR13,5,1,0.00,BR13,0.00,0.00
BR13,1,5,0.00,BR13,0.30,-0.30
R06,1,4,0.00,R06,0.95,-0.95
BL13,1,6,0.00,BL13,1.68,-1.68
BL14,1,3,0.00,BL14,6.47,-6.47
BL14,1,2,0.00,BL14,6.44,-6.44
R06,5,5,0.00,R06,0.00,0.00
R12,1,1,0.00,R12,7.15,-7.15
BL13,1,5,0.00,BL13,3.80,-3.80
BR13,5,5,0.00,BR13,0.00,0.00
BR13,1,2,0.00,BR13,0.26,-0.26
R05,1,2,0.00,R05,4.01,-4.01
R12,1,2,0.00,R12,6.77,-6.77
BR13,1,1,0.00,BR13,0.48,-0.48
BL12,1,1,0.00,BL12,22.98,-22.98
BR13,5,2,0.00,BR13,0.00,0.00
BL12,1,2,0.00,BL12,21.90,-21.90
R06,1,1,0.00,R06,1.22,-1.22
R06,1,2,0.00,R06,0.78,-0.78
BL12,1,3,0.00,BL12,24.89,-24.89
BL14,1,4,0.00,BL14,10.44,-10.44
R12,1,3,0.00,R12,7.35,-7.35
BL13,1,1,0.00,BL13,2.98,-2.98
BR14,1,1,0.00,BR14,1.57,-1.57
BR14,1,2,0.00,BR14,1.79,-1.79
BL13,1,2,0.00,BL13,3.16,-3.16
BL13,1,3,0.00,BL13,3.20,-3.20
R14,1,2,0.00,R14,4.63,-4.63
R14,1,1,0.00,R14,2.96,-2.96
R09,1,6,0.00,R09,5.64,-5.64
BL12,1,6,0.00,BL12,37.29,-37.29
R12,1,6,0.00,R12,6.34,-6.34
BL14,1,5,0.00,BL14,8.88,-8.88
BL11,1,2,0.00,BL11,21.24,-21.24
BL13,1,4,0.00,BL13,5.05,-5.05
BL12,1,4,0.00,BL12,43.50,-43.50
BL11,1,4,0.00,BL11,40.02,-40.02
BL11,1,6,0.00,BL11,24.21,-24.21
BL14,1,6,0.00,BL14,4.87,-4.87
R12,1,4,0.00,R12,9.71,-9.71
R06,1,3,0.00,R06,1.03,-1.03
BR08,1,3,0.00,BR08,0.82,-0.82
BL16,1,1,0.00,BL16,5.64,-5.64
G16,1,2,0.00,G16,8.84,-8.84
G13,1,2,0.00,G13,2.41,-2.41
G13,1,3,0.00,G13,1.96,-1.96
G13,1,4,0.00,G13,4.01,-4.01
G13,1,6,0.00,G13,2.38,-2.38
G13,5,2,0.00,G13,0.00,0.00
G07,1,3,0.00,G07,5.67,-5.67
G14,1,1,0.00,G14,12.45,-12.45
G14,1,2,0.00,G14,13.65,-13.65
G14,1,3,0.00,G14,14.67,-14.67
G14,1,4,0.00,G14,21.18,-21.18
G14,1,6,0.00,G14,10.31,-10.31
G07,1,2,0.00,G07,5.46,-5.46
G16,1,3,0.00,G16,10.35,-10.35
BL16,1,2,0.00,BL16,7.19,-7.19
G16,1,6,0.00,G16,5.22,-5.22
BR15,1,6,0.00,BR15,3.23,-3.23
G17,1,1,0.00,G17,0.33,-0.33
G17,1,2,0.00,G17,0.21,-0.21
G17,1,4,0.00,G17,0.70,-0.70
G17,1,6,0.00,G17,0.31,-0.31
G18,1,1,0.00,G18,0.52,-0.52
G18,1,2,0.00,G18,0.42,-0.42
G18,1,3,0.00,G18,0.60,-0.60
G18,1,4,0.00,G18,0.87,-0.87
G18,1,5,0.00,G18,0.74,-0.74
G18,1,6,0.00,G18,0.29,-0.29
G13,1,1,0.00,G13,2.40,-2.40
G11,5,3,0.00,G11,0.00,0.00
G11,1,6,0.00,G11,0.94,-0.94
G11,1,5,0.00,G11,1.17,-1.17
BR08,1,1,0.00,BR08,0.57,-0.57
BR08,1,4,0.00,BR08,1.27,-1.27
BR08,1,5,0.00,BR08,1.30,-1.30
BR08,1,6,0.00,BR08,0.51,-0.51
G08,1,2,0.00,G08,1.82,-1.82
G08,1,3,0.00,G08,2.49,-2.49
G08,1,4,0.00,G08,3.78,-3.78
G08,1,5,0.00,G08,2.68,-2.68
G07,1,6,0.00,G07,3.97,-3.97
BR08,5,4,0.00,BR08,0.00,0.00
BR07,1,6,0.00,BR07,0.84,-0.84
BR07,1,4,0.00,BR07,1.99,-1.99
BR07,1,3,0.00,BR07,1.04,-1.04
BR07,1,2,0.00,BR07,0.74,-0.74
BR07,1,1,0.00,BR07,0.80,-0.80
G10,1,2,0.00,G10,3.76,-3.76
G10,1,3,0.00,G10,3.70,-3.70
G10,1,4,0.00,G10,7.99,-7.99
G10,1,6,0.00,G10,3.02,-3.02
BR08,5,5,0.00,BR08,0.00,0.00
BR08,5,6,0.00,BR08,0.35,-0.35
G11,1,1,0.00,G11,1.78,-1.78
G11,1,2,0.00,G11,1.30,-1.30
G11,1,3,0.00,G11,1.17,-1.17
G11,1,4,0.00,G11,1.54,-1.54
BR15,1,3,0.00,BR15,3.28,-3.28
G19,1,2,0.00,G19,0.41,-0.41
BR15,1,2,0.00,BR15,3.43,-3.43
O09,1,2,0.00,O09,6.46,-6.46
O09,1,4,0.00,O09,9.20,-9.20
O09,1,6,0.00,O09,4.86,-4.86
O09,5,4,0.00,O09,0.00,0.00
BL17,1,6,0.00,BL17,2.54,-2.54
BL17,1,4,0.00,BL17,5.63,-5.63
BL17,1,3,0.00,BL17,2.90,-2.90
BL17,1,2,0.00,BL17,3.15,-3.15
O10,1,1,0.00,O10,4.34,-4.34
O10,1,2,0.00,O10,4.76,-4.76
O10,1,3,0.00,O10,4.94,-4.94
O10,1,4,0.00,O10,8.39,-8.39
O10,1,6,0.00,O10,4.15,-4.15
O11,1,3,0.00,O11,5.17,-5.17
O11,1,4,0.00,O11,7.74,-7.74
BR14,1,6,0.00,BR14,1.29,-1.29
O12,1,1,0.00,O12,1.39,-1.39
O12,1,2,0.00,O12,1.22,-1.22
O12,1,3,0.00,O12,1.47,-1.47
O12,1,4,0.00,O12,2.29,-2.29
O12,1,6,0.00,O12,1.32,-1.32
O12,5,1,0.00,O12,0.00,0.00
BL16,1,6,0.00,BL16,6.08,-6.08
BL16,1,5,0.00,BL16,13.44,-13.44
BL16,1,4,0.00,BL16,14.11,-14.11
BL16,1,3,0.00,BL16,6.57,-6.57
O09,1,3,0.00,O09,7.07,-7.07
BR08,1,2,0.00,BR08,0.74,-0.74
BR15,1,1,0.00,BR15,2.86,-2.86
BR12,5,3,0.00,BR12,0.00,0.00
BR06,5,4,0.00,BR06,0.00,0.00
BR06,5,3,0.00,BR06,0.00,0.00
BR06,1,6,0.00,BR06,1.14,-1.14
BR06,1,4,0.00,BR06,0.41,-0.41
BR06,1,3,0.00,BR06,0.51,-0.51
BR06,1,2,0.00,BR06,0.16,-0.16
BR06,1,1,0.00,BR06,0.95,-0.95
BR14,5,5,0.00,BR14,0.00,0.00
BR12,1,1,0.00,BR12,1.91,-1.91
BR12,1,2,0.00,BR12,2.15,-2.15
BR12,1,3,0.00,BR12,2.73,-2.73
BR12,1,4,0.00,BR12,3.36,-3.36
O05,1,3,0.00,O05,4.81,-4.81
O05,1,4,0.00,O05,6.64,-6.64
BR13,1,3,0.00,BR13,0.38,-0.38
BR12,1,6,0.00,BR12,1.12,-1.12
O06,1,2,0.00,O06,4.90,-4.90
O06,1,3,0.00,O06,4.78,-4.78
O06,1,4,0.00,O06,6.76,-6.76
O06,1,6,0.00,O06,3.27,-3.27
O08,1,1,0.00,O08,7.91,-7.91
O08,1,2,0.00,O08,8.20,-8.20
O08,1,4,0.00,O08,13.14,-13.14
O08,1,5,0.00,O08,8.64,-8.64
BL18,1,4,0.00,BL18,11.96,-11.96
BR13,1,4,0.00,BR13,0.28,-0.28
BR16,8,1,6230.87,BR16,894.01,5336.86
BR16,8,3,6117.55,BR16,905.52,5212.03
