entrance_area,time,weekday,avg_ppl_in,exit_area,avg_ppl_out,net_flow
G14,0,1,125.27,G14,339.75,-214.48
Danshui Dist.,1,4,124.99,Danshui Dist.,8.67,116.32
O10,0,3,123.43,O10,175.98,-52.55
BR12,0,4,123.30,BR12,111.93,11.37
BR07,7,6,122.82,BR07,208.18,-85.36
R09,23,5,122.74,R09,305.26,-182.52
Danshui Dist.,1,0,121.97,Danshui Dist.,26.76,95.21
BR13,21,6,121.42,BR13,310.19,-188.77
BR07,0,4,121.22,BR07,134.90,-13.68
O10,0,6,120.95,O10,147.40,-26.45
BR06,11,2,120.78,BR06,229.77,-108.99
BR06,10,4,120.66,BR06,257.29,-136.63
Nangang Dist.,1,0,120.62,Nangang Dist.,33.67,86.95
BR12,0,5,120.05,BR12,93.84,26.21
BL14,0,4,120.04,BL14,376.15,-256.11
BL14,0,5,120.01,BL14,320.87,-200.86
BR06,23,3,119.53,BR06,37.59,81.94
BR06,23,6,119.46,BR06,35.55,83.91
BR13,22,4,119.33,BR13,300.04,-180.71
BL19,6,5,118.60,BL19,225.42,-106.82
BR07,6,3,117.56,BR07,177.36,-59.80
BR07,0,5,117.26,BR07,121.28,-4.02
R04,0,6,117.25,R04,146.00,-28.75
BR06,10,1,117.18,BR06,245.74,-128.56
R09,23,4,117.12,R09,413.56,-296.44
BR06,11,1,116.92,BR06,205.98,-89.06
BL15,0,0,116.78,BL15,404.94,-288.16
BR06,23,2,116.64,BR06,35.07,81.57
BR07,6,1,116.03,BR07,169.57,-53.54
BR06,10,0,115.63,BR06,254.69,-139.06
G08,6,6,115.40,G08,124.52,-9.12
BL15,0,3,115.33,BL15,457.51,-342.18
G10,0,5,115.21,G10,161.77,-46.56
Danshui Dist.,1,5,114.91,Danshui Dist.,10.04,104.87
R14,0,2,114.36,R14,113.30,1.06
R02,0,5,114.00,R02,136.03,-22.03
O10,0,1,113.69,O10,166.23,-52.54
BR06,11,4,113.51,BR06,220.32,-106.81
BR06,11,0,112.79,BR06,219.23,-106.44
Sanzhong Dist.,1,0,112.78,Sanzhong Dist.,27.43,85.35
R02,6,5,112.74,R02,111.27,1.47
BR06,11,3,112.73,BR06,211.65,-98.92
BL15,0,6,112.47,BL15,380.90,-268.43
BR15,23,3,112.13,BR15,316.17,-204.04
BR06,23,1,112.03,BR06,33.01,79.02
BR07,6,4,111.51,BR07,171.80,-60.29
R04,0,3,111.39,R04,172.15,-60.76
O10,0,2,111.21,O10,170.11,-58.90
BR06,23,0,111.06,BR06,32.80,78.26
BR07,6,2,110.99,BR07,168.24,-57.25
G16,0,3,110.62,G16,317.05,-206.43
Luzhou Dist.,6,6,110.57,Luzhou Dist.,359.67,-249.10
G18,0,3,109.33,G18,123.91,-14.58
R02,0,4,109.09,R02,128.18,-19.09
R14,0,6,108.88,R14,143.65,-34.77
G18,0,6,108.44,G18,86.79,21.65
BR07,6,0,108.33,BR07,177.50,-69.17
R04,0,2,108.29,R04,170.34,-62.05
BR08,0,4,106.80,BR08,113.51,-6.71
G10,0,4,106.76,G10,203.33,-96.57
BL15,0,2,106.62,BL15,438.31,-331.69
BR15,23,2,106.41,BR15,310.15,-203.74
BR15,23,6,106.30,BR15,323.94,-217.64
G16,0,0,105.90,G16,256.06,-150.16
G19,0,3,105.48,G19,189.45,-83.97
BR13,22,3,104.90,BR13,206.38,-101.48
BL18,0,1,104.76,BL18,429.90,-325.14
BR15,23,1,104.52,BR15,277.80,-173.28
BL15,0,1,104.51,BL15,436.93,-332.42
R04,0,0,104.35,R04,249.04,-144.69
G13,23,3,104.02,G13,204.05,-100.03
R04,6,5,102.93,R04,140.67,-37.74
R04,0,1,102.69,R04,161.88,-59.19
BR08,0,5,102.24,BR08,93.86,8.38
O09,0,0,102.05,O09,176.25,-74.20
G19,0,0,101.09,G19,223.29,-122.20
G18,0,2,101.03,G18,115.23,-14.20
G13,23,6,100.95,G13,233.16,-132.21
O09,0,3,100.91,O09,198.84,-97.93
R05,0,6,100.77,R05,92.88,7.89
G19,0,2,100.58,G19,178.72,-78.14
G18,0,0,100.50,G18,126.03,-25.53
O09,0,6,99.97,O09,146.20,-46.23
BR15,6,5,99.67,BR15,51.98,47.69
BR13,22,2,99.53,BR13,207.53,-108.00
Tucheng Dist.,1,0,99.47,Tucheng Dist.,10.96,88.51
G18,0,1,99.28,G18,110.44,-11.16
O11,0,6,99.25,O11,141.62,-42.37
O11,0,0,99.24,O11,147.64,-48.40
Beitou Dist.,1,0,99.06,Beitou Dist.,38.96,60.10
BR08,6,5,99.06,BR08,109.88,-10.82
BL18,0,0,98.99,BL18,608.49,-509.50
BR13,22,1,98.75,BR13,185.18,-86.43
R06,23,3,98.66,R06,119.55,-20.89
BR13,22,5,98.52,BR13,208.76,-110.24
O12,0,5,98.41,O12,109.34,-10.93
R12,0,6,97.89,R12,177.13,-79.24
BL19,6,6,97.78,BL19,168.90,-71.12
O12,0,4,97.69,O12,124.11,-26.42
R02,6,6,97.56,R02,89.45,8.11
G19,0,6,97.28,G19,210.89,-113.61
G13,23,2,97.21,G13,191.72,-94.51
R06,23,0,97.16,R06,110.81,-13.65
BR12,6,5,96.88,BR12,118.42,-21.54
G13,23,0,96.69,G13,192.93,-96.24
G13,23,1,96.45,G13,188.66,-92.21
R09,23,6,96.10,R09,227.48,-131.38
R12,0,0,95.99,R12,176.73,-80.74
G19,0,1,95.98,G19,185.80,-89.82
R05,0,3,95.76,R05,147.38,-51.62
R14,0,0,95.26,R14,98.50,-3.24
R05,0,0,94.32,R05,148.31,-53.99
G16,0,6,94.09,G16,191.12,-97.03
G08,0,3,93.53,G08,154.42,-60.89
O11,0,2,93.45,O11,154.24,-60.79
O06,0,3,93.39,O06,138.44,-45.05
BL17,0,5,93.31,BL17,334.63,-241.32
G08,0,6,93.26,G08,134.52,-41.26
Xindian Dist.,1,0,93.16,Xindian Dist.,13.57,79.59
G11,23,4,93.16,G11,114.43,-21.27
O11,0,3,92.95,O11,147.93,-54.98
O09,0,2,92.71,O09,184.31,-91.60
G11,23,5,92.65,G11,89.63,3.02
O06,0,6,92.62,O06,104.69,-12.07
BR13,22,0,92.30,BR13,223.19,-130.89
G08,0,2,92.19,G08,149.36,-57.17
G16,0,2,92.10,G16,289.96,-197.86
O08,0,0,92.09,O08,233.51,-141.42
G16,0,1,92.03,G16,289.60,-197.57
BR14,0,4,91.99,BR14,70.49,21.50
R06,23,6,91.70,R06,91.05,0.65
R12,0,3,91.47,R12,186.12,-94.65
O09,0,1,91.12,O09,182.22,-91.10
BL16,0,2,90.85,BL16,466.13,-375.28
BL17,0,4,90.48,BL17,378.52,-288.04
R14,0,3,90.40,R14,103.11,-12.71
R06,23,2,90.25,R06,120.88,-30.63
G08,0,0,89.94,G08,132.13,-42.19
R09,23,3,89.80,R09,362.69,-272.89
G17,0,5,89.78,G17,253.28,-163.50
O11,0,1,89.75,O11,149.07,-59.32
O06,0,0,89.55,O06,138.49,-48.94
BR15,6,6,89.07,BR15,46.06,43.01
R06,23,1,88.30,R06,115.58,-27.28
R12,0,2,87.24,R12,178.15,-90.91
R05,0,1,86.97,R05,135.25,-48.28
R09,23,0,86.71,R09,336.25,-249.54
R14,0,1,86.48,R14,98.04,-11.56
R03,0,1,86.46,R03,204.85,-118.39
R09,23,2,86.44,R09,347.73,-261.29
O06,0,2,85.92,O06,129.45,-43.53
O08,0,6,85.77,O08,164.20,-78.43
O06,0,1,85.73,O06,125.20,-39.47
R04,6,6,85.61,R04,120.35,-34.74
G08,0,1,85.42,G08,135.01,-49.59
R06,6,5,85.28,R06,61.65,23.63
R12,0,1,85.25,R12,172.18,-86.93
R05,0,2,85.25,R05,137.38,-52.13
R09,23,1,85.20,R09,334.01,-248.81
O08,0,3,84.93,O08,258.81,-173.88
G17,0,4,84.31,G17,168.58,-84.27
BL16,0,6,83.89,BL16,399.16,-315.27
BR12,6,6,83.78,BR12,92.17,-8.39
BR06,7,3,82.69,BR06,481.53,-398.84
BR14,0,5,82.54,BR14,59.23,23.31
Shilin Dist.,1,0,82.27,Shilin Dist.,48.92,33.35
Wenshan Dist.,1,0,82.01,Wenshan Dist.,26.31,55.70
O08,0,2,81.88,O08,249.72,-167.84
BR06,7,4,81.20,BR06,469.11,-387.91
BR13,22,6,80.96,BR13,242.60,-161.64
R03,0,0,80.78,R03,339.43,-258.65
BL16,0,0,80.65,BL16,437.19,-356.54
BR12,0,0,80.57,BR12,64.11,16.46
BR06,7,1,80.47,BR06,481.12,-400.65
O08,0,1,78.77,O08,237.90,-159.13
BL14,0,6,78.57,BL14,199.84,-121.27
BL16,0,3,77.45,BL16,475.11,-397.66
BR06,7,2,77.32,BR06,465.47,-388.15
BL14,0,3,76.71,BL14,263.71,-187.00
BR07,0,3,76.65,BR07,75.64,1.01
BL14,0,0,76.48,BL14,210.55,-134.07
BR07,0,2,76.29,BR07,73.95,2.34
Danshui Dist.,1,3,76.16,Danshui Dist.,5.80,70.36
Danshui Dist.,1,6,75.69,Danshui Dist.,6.96,68.73
BR12,0,3,75.58,BR12,77.97,-2.39
BR06,7,0,75.33,BR06,440.08,-364.75
Neihu Dist.,1,0,75.12,Neihu Dist.,25.95,49.17
BR12,0,6,74.55,BR12,54.14,20.41
G11,23,6,74.28,G11,57.87,16.41
Danshui Dist.,1,2,73.92,Danshui Dist.,5.62,68.30
BR07,0,6,73.61,BR07,64.76,8.85
BR08,6,6,73.59,BR08,83.63,-10.04
BR12,0,2,73.28,BR12,72.31,0.97
R06,6,6,73.17,R06,50.73,22.44
BR07,0,0,72.51,BR07,80.05,-7.54
G11,23,3,72.37,G11,96.39,-24.02
G11,23,2,70.91,G11,90.64,-19.73
BR07,6,5,70.63,BR07,122.22,-51.59
BL13,0,5,70.44,BL13,146.56,-76.12
BL13,0,4,70.38,BL13,187.90,-117.52
G10,0,0,70.38,G10,92.37,-21.99
G11,23,1,70.37,G11,92.20,-21.83
BL16,0,1,70.11,BL16,451.11,-381.00
BL14,0,2,70.10,BL14,234.36,-164.26
BR14,6,5,69.91,BR14,63.35,6.56
BR07,0,1,69.64,BR07,70.89,-1.25
G11,23,0,69.40,G11,87.44,-18.04
Danshui Dist.,1,1,69.30,Danshui Dist.,5.96,63.34
BL14,0,1,69.27,BL14,223.13,-153.86
G10,0,6,69.17,G10,86.38,-17.21
BR14,0,6,69.11,BR14,39.74,29.37
BR06,7,6,68.81,BR06,115.69,-46.88
BR08,0,3,68.24,BR08,87.50,-19.26
R02,0,3,67.34,R02,78.78,-11.44
BR08,0,0,67.08,BR08,74.49,-7.41
R02,0,6,66.35,R02,76.90,-10.55
BR15,0,4,66.27,BR15,167.04,-100.77
BR12,0,1,65.55,BR12,69.34,-3.79
O12,0,0,65.52,O12,68.95,-3.43
BR06,0,4,65.41,BR06,24.16,41.25
R02,0,2,65.16,R02,77.71,-12.55
G10,0,3,64.95,G10,116.07,-51.12
BR06,7,5,64.56,BR06,167.35,-102.79
BR08,0,6,64.41,BR08,59.02,5.39
G11,6,5,63.55,G11,34.40,29.15
BR14,0,3,63.10,BR14,60.59,2.51
R06,0,4,62.99,R06,59.01,3.98
BR08,0,2,62.66,BR08,79.08,-16.42
O12,0,3,62.66,O12,74.34,-11.68
BR14,0,0,62.08,BR14,54.57,7.51
R06,0,5,61.95,R06,49.46,12.49
G10,0,2,61.93,G10,102.41,-40.48
BR08,0,1,61.64,BR08,75.05,-13.41
O12,0,2,61.20,O12,67.39,-6.19
O12,0,1,61.13,O12,64.55,-3.42
BR15,0,5,61.05,BR15,182.43,-121.38
G10,0,1,59.76,G10,100.72,-40.96
O12,0,6,59.69,O12,88.76,-29.07
BR06,0,5,59.69,BR06,26.00,33.69
G13,0,5,58.51,G13,130.12,-71.61
Xinzhuang Dist.,1,4,57.54,Xinzhuang Dist.,3.00,54.54
R02,0,0,57.51,R02,162.16,-104.65
BR14,0,1,57.14,BR14,56.54,0.60
BR14,0,2,56.95,BR14,53.54,3.41
BL17,0,6,56.67,BL17,153.18,-96.51
BL17,0,0,56.45,BL17,301.70,-245.25
R02,0,1,55.51,R02,75.33,-19.82
BL17,0,3,55.30,BL17,199.97,-144.67
G13,0,4,54.98,G13,127.21,-72.23
Xinzhuang Dist.,1,5,54.92,Xinzhuang Dist.,3.18,51.74
BR07,6,6,54.10,BR07,97.54,-43.44
BL13,0,0,54.02,BL13,109.04,-55.02
G11,6,6,53.74,G11,28.01,25.73
G17,0,6,53.58,G17,76.28,-22.70
Yonghe Dist.,1,0,53.57,Yonghe Dist.,10.35,43.22
BL17,0,2,52.23,BL17,203.44,-151.21
BR14,6,6,52.19,BR14,49.46,2.73
G17,0,3,50.67,G17,120.99,-70.32
G17,0,0,49.93,G17,90.16,-40.23
BL17,0,1,48.43,BL17,188.86,-140.43
BL13,0,6,48.12,BL13,80.05,-31.93
BL18,5,6,47.56,BL18,1.36,46.20
Xindian Dist.,1,4,47.44,Xindian Dist.,2.96,44.48
R06,0,0,46.65,R06,42.76,3.89
G17,0,2,46.55,G17,96.61,-50.06
BR06,0,3,45.17,BR06,17.87,27.30
BL13,0,3,45.03,BL13,119.29,-74.26
BL12,5,0,44.94,BL12,19.55,25.39
G17,0,1,44.85,G17,98.74,-53.89
BR06,0,6,44.01,BR06,16.62,27.39
BL13,0,2,43.88,BL13,115.33,-71.45
BR06,0,0,43.61,BR06,19.22,24.39
G13,0,0,42.99,G13,84.85,-41.86
Xindian Dist.,1,5,42.10,Xindian Dist.,3.55,38.55
BR06,0,2,42.09,BR06,14.92,27.17
Zhonghe Dist.,1,4,41.98,Zhonghe Dist.,2.22,39.76
BR06,0,1,41.96,BR06,14.83,27.13
BL13,0,1,41.66,BL13,111.75,-70.09
R06,0,6,41.38,R06,31.19,10.19
Zhonghe Dist.,1,5,40.13,Zhonghe Dist.,2.91,37.22
BR15,0,0,39.07,BR15,139.04,-99.97
R06,0,3,39.04,R06,35.19,3.85
Luzhou Dist.,1,0,38.90,Luzhou Dist.,5.14,33.76
Tucheng Dist.,1,4,37.90,Tucheng Dist.,1.90,36.00
BR15,0,3,37.64,BR15,94.76,-57.12
Xinzhuang Dist.,1,3,37.42,Xinzhuang Dist.,2.33,35.09
G13,0,6,37.40,G13,95.81,-58.41
R06,0,2,37.12,R06,31.15,5.97
BL10,1,0,37.08,BL10,9.53,27.55
BR15,0,6,36.95,BR15,105.11,-68.16
Tucheng Dist.,1,5,36.83,Tucheng Dist.,2.27,34.56
R09,0,5,36.57,R09,108.82,-72.25
BR06,6,0,36.38,BR06,103.93,-67.55
BR15,0,2,36.23,BR15,95.20,-58.97
Beitou Dist.,1,5,36.20,Beitou Dist.,17.86,18.34
G13,0,3,36.14,G13,83.32,-47.18
R09,0,4,35.77,R09,127.78,-92.01
BR15,0,1,35.34,BR15,87.33,-51.99
R06,0,1,35.25,R06,33.26,1.99
BR13,23,4,34.95,BR13,77.73,-42.78
Xinzhuang Dist.,1,2,34.88,Xinzhuang Dist.,1.94,32.94
Beitou Dist.,1,4,34.68,Beitou Dist.,17.64,17.04
G14,1,0,33.94,G14,22.39,11.55
Xinzhuang Dist.,1,1,33.50,Xinzhuang Dist.,1.71,31.79
G13,0,2,33.28,G13,81.47,-48.19
G13,0,1,31.96,G13,77.71,-45.75
BR06,6,3,31.84,BR06,104.73,-72.89
G11,0,5,31.52,G11,30.75,0.77
Xindian Dist.,1,3,31.32,Xindian Dist.,2.29,29.03
G11,0,4,30.99,G11,38.86,-7.87
Xinzhuang Dist.,1,6,30.79,Xinzhuang Dist.,2.35,28.44
Zhonghe Dist.,1,1,30.57,Zhonghe Dist.,1.37,29.20
BR13,23,6,30.39,BR13,68.53,-38.14
Zhonghe Dist.,1,3,30.16,Zhonghe Dist.,1.46,28.70
BR13,23,5,30.13,BR13,58.40,-28.27
BR06,6,4,30.02,BR06,102.40,-72.38
R09,5,0,29.96,R09,2.11,27.85
Xindian Dist.,1,2,29.86,Xindian Dist.,2.03,27.83
BR06,6,1,29.56,BR06,106.05,-76.49
Zhonghe Dist.,1,2,29.56,Zhonghe Dist.,1.75,27.81
BR06,6,2,28.84,BR06,102.68,-73.84
R09,0,6,28.07,R09,91.48,-63.41
Xindian Dist.,1,1,27.82,Xindian Dist.,2.17,25.65
Zhonghe Dist.,1,6,27.53,Zhonghe Dist.,1.40,26.13
R09,0,0,27.38,R09,104.11,-76.73
BR13,23,3,26.22,BR13,58.85,-32.63
O05,1,0,26.05,O05,12.89,13.16
Neihu Dist.,1,4,25.85,Neihu Dist.,11.03,14.82
BR13,23,2,25.51,BR13,68.22,-42.71
O10,1,0,25.45,O10,11.65,13.80
BR06,6,5,25.43,BR06,68.01,-42.58
BR13,23,0,25.20,BR13,61.08,-35.88
BR06,6,6,25.00,BR06,59.37,-34.37
G11,0,6,24.94,G11,22.52,2.42
Xindian Dist.,1,6,24.93,Xindian Dist.,1.84,23.09
Neihu Dist.,1,5,24.90,Neihu Dist.,9.17,15.73
BR13,23,1,24.58,BR13,53.18,-28.60
Tucheng Dist.,1,3,24.35,Tucheng Dist.,1.79,22.56
Nangang Dist.,1,4,24.20,Nangang Dist.,4.11,20.09
Banqiao Dist.,5,0,23.85,Banqiao Dist.,18.69,5.16
R09,0,1,23.72,R09,106.95,-83.23
R09,0,3,23.57,R09,106.20,-82.63
O08,1,0,23.49,O08,16.43,7.06
G07,1,0,23.30,G07,31.30,-8.00
R09,0,2,22.86,R09,108.85,-85.99
Beitou Dist.,1,2,22.86,Beitou Dist.,13.88,8.98
Tucheng Dist.,1,2,22.64,Tucheng Dist.,1.40,21.24
Tucheng Dist.,1,1,22.45,Tucheng Dist.,1.20,21.25
G11,0,0,22.26,G11,28.84,-6.58
Tucheng Dist.,1,6,22.24,Tucheng Dist.,1.55,20.69
G16,1,0,22.08,G16,22.01,0.07
Nangang Dist.,1,5,21.93,Nangang Dist.,3.61,18.32
Beitou Dist.,1,3,21.61,Beitou Dist.,13.35,8.26
Beitou Dist.,1,1,21.40,Beitou Dist.,14.29,7.11
G11,0,3,21.29,G11,30.43,-9.14
Beitou Dist.,1,6,21.13,Beitou Dist.,12.00,9.13
BL15,1,0,20.54,BL15,98.75,-78.21
BL11,5,0,20.52,BL11,29.30,-8.78
O09,1,0,20.36,O09,13.06,7.30
G11,0,1,20.29,G11,28.95,-8.66
Banqiao Dist.,1,4,19.33,Banqiao Dist.,14.09,5.24
O11,1,0,19.30,O11,10.31,8.99
R14,1,0,18.93,R14,13.87,5.06
Banqiao Dist.,1,5,18.70,Banqiao Dist.,17.50,1.20
G11,0,2,18.67,G11,26.69,-8.02
R12,1,0,18.27,R12,11.24,7.03
Shilin Dist.,5,0,17.87,Shilin Dist.,8.95,8.92
G08,1,0,16.90,G08,6.97,9.93
R03,5,6,16.87,R03,0.29,16.58
BL14,1,0,16.61,BL14,36.89,-20.28
BR12,1,0,16.49,BR12,6.29,10.20
Beitou Dist.,5,0,16.24,Beitou Dist.,14.53,1.71
G10,1,0,15.54,G10,9.83,5.71
Neihu Dist.,1,3,15.09,Neihu Dist.,9.78,5.31
Nangang Dist.,1,2,14.71,Nangang Dist.,2.89,11.82
Neihu Dist.,1,1,14.36,Neihu Dist.,10.01,4.35
O06,1,0,13.76,O06,23.29,-9.53
BL16,1,0,13.73,BL16,91.93,-78.20
Nangang Dist.,1,3,13.57,Nangang Dist.,3.14,10.43
Nangang Dist.,1,6,13.52,Nangang Dist.,2.77,10.75
Banqiao Dist.,1,1,13.44,Banqiao Dist.,7.71,5.73
Sanzhong Dist.,5,0,13.17,Sanzhong Dist.,7.67,5.50
G19,1,0,13.16,G19,59.48,-46.32
Danshui Dist.,5,0,13.12,Danshui Dist.,7.02,6.10
Neihu Dist.,1,2,12.89,Neihu Dist.,8.96,3.93
Banqiao Dist.,1,3,12.88,Banqiao Dist.,7.88,5.00
Wenshan Dist.,1,4,12.67,Wenshan Dist.,3.56,9.11
BL13,1,0,12.62,BL13,8.31,4.31
Banqiao Dist.,1,2,12.43,Banqiao Dist.,8.69,3.74
Xinzhuang Dist.,5,0,12.38,Xinzhuang Dist.,4.98,7.40
Banqiao Dist.,1,6,12.37,Banqiao Dist.,7.69,4.68
Neihu Dist.,1,6,12.33,Neihu Dist.,6.33,6.00
O12,1,0,12.01,O12,5.00,7.01
Nangang Dist.,1,1,11.89,Nangang Dist.,2.49,9.40
G13,1,0,11.69,G13,6.86,4.83
Wenshan Dist.,1,5,11.44,Wenshan Dist.,4.20,7.24
G18,1,0,11.31,G18,50.84,-39.53
Zhonghe Dist.,5,0,10.92,Zhonghe Dist.,7.29,3.63
BR08,1,0,10.83,BR08,6.45,4.38
R14,1,5,10.77,R14,25.85,-15.08
BR13,0,4,10.57,BR13,18.27,-7.70
BR13,0,5,10.23,BR13,16.29,-6.06
R05,1,0,9.78,R05,40.23,-30.45
BL12,1,5,9.61,BL12,36.85,-27.24
Wenshan Dist.,1,3,9.40,Wenshan Dist.,2.82,6.58
Xindian Dist.,5,0,9.26,Xindian Dist.,5.60,3.66
Wenshan Dist.,5,0,9.25,Wenshan Dist.,5.86,3.39
R06,1,0,8.90,R06,6.78,2.12
BR15,1,0,8.88,BR15,62.49,-53.61
R09,1,0,8.81,R09,9.18,-0.37
BR14,1,0,8.65,BR14,11.70,-3.05
Tucheng Dist.,5,0,8.58,Tucheng Dist.,5.17,3.41
Wenshan Dist.,1,1,8.58,Wenshan Dist.,3.28,5.30
Wenshan Dist.,1,2,8.45,Wenshan Dist.,2.86,5.59
Nangang Dist.,5,0,8.45,Nangang Dist.,6.10,2.35
R04,1,0,8.26,R04,129.23,-120.97
G14,1,5,8.19,G14,29.80,-21.61
R02,1,0,7.97,R02,185.96,-177.99
BR13,0,0,7.82,BR13,15.22,-7.40
Wenshan Dist.,1,6,7.73,Wenshan Dist.,2.69,5.04
BL19,1,0,7.47,BL19,125.53,-118.06
BL18,1,0,7.40,BL18,311.25,-303.85
BR07,1,0,7.32,BR07,45.30,-37.98
G17,1,0,6.88,G17,28.49,-21.61
BR13,0,3,6.88,BR13,15.57,-8.69
BR13,0,1,6.73,BR13,13.97,-7.24
BL13,5,0,6.55,BL13,5.80,0.75
R03,1,0,6.40,R03,291.08,-284.68
BR13,0,2,6.07,BR13,13.76,-7.69
Neihu Dist.,5,0,5.94,Neihu Dist.,4.48,1.46
BR13,0,6,5.90,BR13,14.20,-8.30
BL12,5,6,5.68,BL12,8.97,-3.29
BL17,1,0,5.56,BL17,204.42,-198.86
Shilin Dist.,5,4,5.42,Shilin Dist.,0.89,4.53
Shilin Dist.,5,3,5.39,Shilin Dist.,0.95,4.44
Luzhou Dist.,5,0,5.36,Luzhou Dist.,2.03,3.33
Shilin Dist.,5,1,5.30,Shilin Dist.,0.96,4.34
Shilin Dist.,5,2,5.13,Shilin Dist.,0.87,4.26
R14,5,0,5.13,R14,3.10,2.03
Yonghe Dist.,1,5,5.09,Yonghe Dist.,2.43,2.66
G10,5,0,4.87,G10,2.53,2.34
Yonghe Dist.,5,0,4.71,Yonghe Dist.,4.14,0.57
R02,5,0,4.60,R02,9.51,-4.91
G11,1,0,4.57,G11,2.01,2.56
BL18,5,0,4.57,BL18,24.89,-20.32
Shilin Dist.,5,5,4.32,Shilin Dist.,0.83,3.49
BL10,5,0,4.23,BL10,2.73,1.50
Yonghe Dist.,1,4,4.22,Yonghe Dist.,2.54,1.68
Yonghe Dist.,1,2,4.12,Yonghe Dist.,1.59,2.53
Shilin Dist.,5,6,3.98,Shilin Dist.,3.20,0.78
R12,1,5,3.94,R12,13.59,-9.65
BL17,5,6,3.83,BL17,0.26,3.57
Yonghe Dist.,1,6,3.80,Yonghe Dist.,1.85,1.95
Yonghe Dist.,1,3,3.73,Yonghe Dist.,2.01,1.72
R02,1,4,3.61,R02,1.83,1.78
Yonghe Dist.,1,1,3.56,Yonghe Dist.,1.72,1.84
R02,1,5,3.37,R02,1.22,2.15
O05,5,0,3.15,O05,3.67,-0.52
G19,5,0,3.06,G19,4.03,-0.97
BL16,5,0,3.04,BL16,13.98,-10.94
BR06,1,0,2.99,BR06,6.12,-3.13
R02,1,6,2.77,R02,0.96,1.81
BR13,1,0,2.65,BR13,1.50,1.15
BL15,5,0,2.60,BL15,9.70,-7.10
G11,5,0,2.54,G11,0.44,2.10
G07,5,0,2.43,G07,4.98,-2.55
G14,5,0,2.38,G14,5.24,-2.86
R02,1,2,2.36,R02,0.62,1.74
O11,5,0,2.35,O11,2.63,-0.28
Beitou Dist.,5,1,2.19,Beitou Dist.,6.53,-4.34
R02,1,1,2.15,R02,0.53,1.62
O09,5,0,2.12,O09,2.32,-0.20
R14,5,6,2.03,R14,2.65,-0.62
Beitou Dist.,5,2,1.96,Beitou Dist.,6.22,-4.26
Beitou Dist.,5,6,1.95,Beitou Dist.,6.91,-4.96
R03,1,5,1.86,R03,3.84,-1.98
Beitou Dist.,5,3,1.85,Beitou Dist.,6.29,-4.44
R02,1,3,1.83,R02,0.81,1.02
Beitou Dist.,5,5,1.82,Beitou Dist.,5.31,-3.49
BL11,5,6,1.79,BL11,5.38,-3.59
BL19,5,0,1.73,BL19,2.80,-1.07
Banqiao Dist.,5,5,1.71,Banqiao Dist.,1.71,0.00
Banqiao Dist.,5,6,1.70,Banqiao Dist.,11.10,-9.40
BL14,5,0,1.70,BL14,3.84,-2.14
G08,5,0,1.64,G08,2.25,-0.61
G18,5,0,1.61,G18,5.03,-3.42
R03,5,0,1.60,R03,25.15,-23.55
O06,5,0,1.58,O06,1.79,-0.21
Beitou Dist.,5,4,1.57,Beitou Dist.,6.10,-4.53
O10,5,0,1.53,O10,2.97,-1.44
R05,5,0,1.51,R05,3.53,-2.02
O08,5,0,1.42,O08,2.85,-1.43
O11,1,5,1.42,O11,7.57,-6.15
G16,5,0,1.41,G16,4.58,-3.17
BL17,5,0,1.35,BL17,7.74,-6.39
R04,5,0,1.33,R04,6.79,-5.46
R12,5,0,1.29,R12,2.75,-1.46
O12,5,0,1.28,O12,0.87,0.41
R03,1,4,1.28,R03,2.21,-0.93
R03,1,6,1.25,R03,1.50,-0.25
Banqiao Dist.,5,2,1.21,Banqiao Dist.,1.21,0.00
BL12,5,5,1.21,BL12,1.21,0.00
BL11,5,5,1.17,BL11,1.17,0.00
G17,5,0,1.14,G17,2.06,-0.92
Banqiao Dist.,5,3,1.10,Banqiao Dist.,1.10,0.00
BR08,5,0,1.08,BR08,2.07,-0.99
BL11,5,2,1.06,BL11,1.06,0.00
BR12,5,0,1.00,BR12,0.89,0.11
BR13,5,0,0.98,BR13,0.37,0.61
R06,5,0,0.98,R06,2.55,-1.57
BL11,5,4,0.98,BL11,0.98,0.00
Banqiao Dist.,5,4,0.96,Banqiao Dist.,0.96,0.00
G13,5,0,0.95,G13,0.60,0.35
BL11,5,3,0.94,BL11,0.94,0.00
BR07,5,0,0.93,BR07,2.50,-1.57
BR14,5,0,0.92,BR14,1.13,-0.21
O11,5,2,0.88,O11,0.88,0.00
O11,5,3,0.87,O11,0.87,0.00
G14,5,6,0.86,G14,3.50,-2.64
Sanzhong Dist.,5,6,0.86,Sanzhong Dist.,3.87,-3.01
BL12,5,2,0.85,BL12,0.85,0.00
BL11,5,1,0.85,BL11,0.85,0.00
Nangang Dist.,5,6,0.82,Nangang Dist.,6.98,-6.16
O11,5,1,0.81,O11,0.81,0.00
BL10,5,5,0.79,BL10,0.79,0.00
Banqiao Dist.,5,1,0.77,Banqiao Dist.,0.77,0.00
BL10,5,6,0.76,BL10,2.11,-1.35
Xindian Dist.,5,6,0.73,Xindian Dist.,2.19,-1.46
BL12,5,1,0.73,BL12,0.73,0.00
Tucheng Dist.,5,6,0.71,Tucheng Dist.,0.82,-0.11
Sanzhong Dist.,5,3,0.70,Sanzhong Dist.,0.70,0.00
